03.Aug.2019 Kerio VPN client 'Barkol.comp142;81.200.17.59;00:01:32
04.Aug.2019 Kerio VPN client 'VPNServer;81.200.17.59;00:45:55
05.Aug.2019 Kerio VPN client 'VPNServer;192.168.0.230;00:00:57
05.Aug.2019 Kerio VPN client 'VPNServer;192.168.0.230;00:14:43
06.Aug.2019 Kerio VPN client 'VPNServer;192.168.0.230;1 day 10:42:02
06.Aug.2019 Kerio VPN client 'VPNServer;192.168.0.230;00:00:17
06.Aug.2019 Kerio VPN client 'VPNServer;192.168.0.230;00:00:17
06.Aug.2019 Kerio VPN client 'VPNServer;192.168.0.230;00:16:37
06.Aug.2019 Kerio VPN client 'VPNServer;192.168.0.230;00:43:50
06.Aug.2019 Kerio VPN client 'VPNServer;192.168.0.230;00:02:12
06.Aug.2019 Kerio VPN client 'VPNServer;192.168.0.230;00:01:27
06.Aug.2019 Kerio VPN client 'VPNServer;192.168.0.230;00:01:14
06.Aug.2019 Kerio VPN client 'VPNServer;192.168.0.230;00:17:46
07.Aug.2019 Kerio VPN client 'VPNServer;192.168.0.230;11:56:26
07.Aug.2019 Kerio VPN client 'VPNServer;192.168.0.230;00:29:49
07.Apr.2020;Barkol.comp35;109.252.110.48;00:43:13
07.Apr.2020;Complang.comp12;109.252.200.190;00:12:02
07.Apr.2020;Complang.comp12;109.252.200.190;00:13:25
07.Apr.2020;Barkol.comp35;109.252.110.48;00:25:29
07.Apr.2020;Complang.comp21;91.193.178.175;01:17:49
07.Apr.2020;Complang.comp6;109.252.134.243;01:01:02
07.Apr.2020;Barkol.comp28;213.87.162.88;03:38:03
07.Apr.2020;Barkol.comp109;149.62.51.152;01:11:03
07.Apr.2020;Barkol.comp10;178.140.208.34;05:54:03
07.Apr.2020;Barkol.comp161;109.252.15.92;03:57:03
07.Apr.2020;Barkol.comp226;213.87.146.50;03:51:03
07.Apr.2020;Barkol.comp41;90.154.70.117;03:04:02
07.Apr.2020;Complang.comp12;109.252.200.190;01:34:03
07.Apr.2020;Barkol.comp39;91.207.171.88;03:06:02
07.Apr.2020;Complang.comp6;109.252.134.243;00:15:02
07.Apr.2020;Barkol.comp226;213.87.146.50;00:00:01
07.Apr.2020;Barkol.comp28;95.26.214.138;00:00:03
07.Apr.2020;Barkol.comp28;213.87.162.88;00:02:03
07.Apr.2020;Barkol.comp28;95.25.238.124;00:01:03
07.Apr.2020;Complang.comp21;91.193.178.175;00:11:03
07.Apr.2020;Complang.comp21;91.193.178.175;01:29:46
07.Apr.2020;Complang.comp21;91.193.178.175;00:12:02
07.Apr.2020;Barkol.comp41;90.154.70.117;02:23:04
07.Apr.2020;Barkol.comp28;213.87.162.88;02:15:03
07.Apr.2020;Barkol.comp28;95.25.238.124;00:04:03
07.Apr.2020;Barkol.comp35;109.252.110.48;02:58:48
07.Apr.2020;Complang.comp8;128.68.96.159;01:49:48
07.Apr.2020;Barkol.comp28;213.87.162.88;00:48:02
07.Apr.2020;Complang.comp21;91.193.178.175;01:15:01
07.Apr.2020;Barkol.comp39;91.207.171.88;03:56:03
07.Apr.2020;Barkol.comp161;109.252.15.92;04:05:03
07.Apr.2020;Barkol.comp39;91.207.171.88;00:24:15
07.Apr.2020;Barkol.comp28;213.87.162.88;01:14:02
07.Apr.2020;Barkol.comp174;185.61.76.1;00:37:03
07.Apr.2020;Barkol.comp10;178.140.208.34;05:17:39
07.Apr.2020;Complang.comp6;109.252.134.243;02:23:16
07.Apr.2020;Barkol.comp174;185.61.76.1;01:50:03
07.Apr.2020;Barkol.comp174;185.61.76.1;00:09:02
07.Apr.2020;Barkol.comp174;185.61.76.1;00:03:03
07.Apr.2020;Barkol.comp226;213.87.146.50;07:47:53
07.Apr.2020;Complang.comp12;109.252.200.190;07:35:19
07.Apr.2020;Barkol.comp109;149.62.51.152;08:32:09
08.Apr.2020;Barkol.comp174;185.61.76.1;03:44:03
08.Apr.2020;Barkol.comp174;185.61.76.1;00:30:03
08.Apr.2020;Barkol.comp174;185.61.76.1;05:14:03
08.Apr.2020;Complang.comp6;109.252.134.243;00:48:10
08.Apr.2020;Barkol.comp174;185.61.76.1;03:08:03
08.Apr.2020;Barkol.comp39;91.207.171.88;00:05:03
08.Apr.2020;Barkol.comp109;149.62.51.152;00:03:56
08.Apr.2020;Barkol.comp39;91.207.171.88;00:02:47
08.Apr.2020;Barkol.comp109;149.62.51.152;00:06:03
08.Apr.2020;Barkol.comp39;91.207.171.88;00:01:49
08.Apr.2020;Barkol.comp39;91.207.171.88;00:02:03
08.Apr.2020;Barkol.comp109;149.62.51.152;00:06:03
08.Apr.2020;Barkol.comp39;91.207.171.88;00:02:03
08.Apr.2020;Barkol.comp109;149.62.51.152;00:08:03
08.Apr.2020;Barkol.comp39;91.207.171.88;00:02:59
08.Apr.2020;Barkol.comp109;149.62.51.152;00:03:03
08.Apr.2020;Barkol.comp39;91.207.171.88;00:02:03
08.Apr.2020;Complang.comp6;109.252.134.243;00:00:25
08.Apr.2020;Complang.comp6;109.252.134.243;00:15:09
08.Apr.2020;Barkol.comp226;213.87.137.161;01:59:03
08.Apr.2020;Barkol.comp39;91.207.171.88;01:12:03
08.Apr.2020;Barkol.comp109;149.62.51.152;00:01:46
08.Apr.2020;Complang.comp8;128.68.96.159;01:30:14
08.Apr.2020;Barkol.comp39;91.207.171.88;00:12:03
08.Apr.2020;Barkol.comp109;149.62.51.152;00:01:03
08.Apr.2020;Barkol.comp39;91.207.171.88;00:03:03
08.Apr.2020;Complang.comp12;109.252.200.190;01:22:02
08.Apr.2020;Barkol.comp109;149.62.51.152;00:03:03
08.Apr.2020;Barkol.comp39;91.207.171.88;00:01:03
08.Apr.2020;Barkol.comp39;91.207.171.88;00:05:03
08.Apr.2020;Barkol.comp109;149.62.51.152;00:09:03
08.Apr.2020;Barkol.comp174;185.61.76.1;02:56:03
08.Apr.2020;Barkol.comp39;91.207.171.88;00:23:47
08.Apr.2020;Barkol.comp39;91.207.171.88;00:00:37
08.Apr.2020;Barkol.comp39;91.207.171.88;00:01:03
08.Apr.2020;Barkol.comp109;149.62.51.152;00:22:03
08.Apr.2020;Barkol.comp39;91.207.171.88;00:02:03
08.Apr.2020;Barkol.comp109;149.62.51.152;00:01:59
08.Apr.2020;Barkol.comp39;91.207.171.88;00:01:03
08.Apr.2020;Barkol.comp109;149.62.51.152;00:02:59
08.Apr.2020;Barkol.comp39;91.207.171.88;00:01:03
08.Apr.2020;Barkol.comp39;91.207.171.88;00:01:03
08.Apr.2020;Complang.comp12;109.252.200.190;01:18:54
08.Apr.2020;Complang.comp8;128.68.96.159;01:29:02
08.Apr.2020;Barkol.comp39;91.207.171.88;00:01:03
08.Apr.2020;Barkol.comp39;91.207.171.88;00:00:20
08.Apr.2020;Barkol.comp109;149.62.51.152;00:16:49
08.Apr.2020;Barkol.comp39;91.207.171.88;00:01:03
08.Apr.2020;Barkol.comp39;91.207.171.88;00:05:02
08.Apr.2020;Barkol.comp109;149.62.51.152;00:06:56
08.Apr.2020;Barkol.comp109;149.62.51.152;00:00:36
08.Apr.2020;Barkol.comp39;91.207.171.88;00:06:59
08.Apr.2020;Barkol.comp28;213.87.162.66;04:45:03
08.Apr.2020;Barkol.comp109;149.62.51.152;00:02:03
08.Apr.2020;Barkol.comp39;91.207.171.88;00:02:03
08.Apr.2020;Barkol.comp28;95.25.238.124;00:01:03
08.Apr.2020;Barkol.comp109;149.62.51.152;00:03:47
08.Apr.2020;Barkol.comp39;91.207.171.88;00:04:03
08.Apr.2020;Barkol.comp109;149.62.51.152;00:02:03
08.Apr.2020;Barkol.comp39;91.207.171.88;00:02:46
08.Apr.2020;Barkol.comp109;149.62.51.152;00:03:03
08.Apr.2020;Barkol.comp39;91.207.171.88;00:06:03
08.Apr.2020;Barkol.comp39;91.207.171.88;00:00:39
08.Apr.2020;Barkol.comp109;149.62.51.152;00:05:03
08.Apr.2020;Barkol.comp39;91.207.171.88;00:01:03
08.Apr.2020;Barkol.comp39;91.207.171.88;00:03:00
08.Apr.2020;Barkol.comp109;149.62.51.152;00:06:03
08.Apr.2020;Complang.comp12;109.252.200.190;00:17:02
08.Apr.2020;Barkol.comp39;91.207.171.88;00:00:43
08.Apr.2020;Barkol.comp109;149.62.51.152;00:10:03
08.Apr.2020;Barkol.comp39;91.207.171.88;00:01:39
08.Apr.2020;Barkol.comp28;213.87.162.66;00:49:03
08.Apr.2020;Barkol.comp109;149.62.51.152;00:06:03
08.Apr.2020;Barkol.comp39;91.207.171.88;00:01:56
08.Apr.2020;Barkol.comp39;91.207.171.88;00:00:36
08.Apr.2020;Barkol.comp109;149.62.51.152;00:21:03
08.Apr.2020;Barkol.comp39;91.207.171.88;00:02:50
08.Apr.2020;Barkol.comp109;149.62.51.152;00:03:03
08.Apr.2020;Barkol.comp39;91.207.171.88;00:01:03
08.Apr.2020;Barkol.comp39;91.207.171.88;00:03:03
08.Apr.2020;Barkol.comp109;149.62.51.152;00:02:35
08.Apr.2020;Barkol.comp109;149.62.51.152;00:00:36
08.Apr.2020;Complang.comp6;109.252.134.243;02:36:03
08.Apr.2020;Barkol.comp39;91.207.171.88;00:03:03
08.Apr.2020;Barkol.comp109;149.62.51.152;00:04:59
08.Apr.2020;Barkol.comp39;91.207.171.88;00:03:43
08.Apr.2020;Barkol.comp109;149.62.51.152;00:03:03
08.Apr.2020;Complang.comp8;128.68.96.159;00:14:02
08.Apr.2020;Barkol.comp39;91.207.171.88;00:03:03
08.Apr.2020;Barkol.comp109;149.62.51.152;00:01:59
08.Apr.2020;Barkol.comp39;91.207.171.88;00:01:03
08.Apr.2020;Barkol.comp109;149.62.51.152;00:03:03
08.Apr.2020;Barkol.comp39;91.207.171.88;00:00:46
08.Apr.2020;Barkol.comp81;46.242.43.220;01:07:01
08.Apr.2020;Barkol.comp39;91.207.171.88;00:57:32
08.Apr.2020;Complang.comp6;109.252.134.243;00:44:25
08.Apr.2020;Barkol.comp28;213.87.162.66;02:56:03
08.Apr.2020;Barkol.comp161;109.252.15.92;08:05:31
08.Apr.2020;Complang.comp12;109.252.200.190;03:23:14
08.Apr.2020;Complang.comp21;31.173.80.16;02:30:03
08.Apr.2020;Complang.comp21;31.173.80.16;00:03:03
08.Apr.2020;Complang.comp21;31.173.80.16;00:05:03
08.Apr.2020;Barkol.comp10;77.37.220.165;12:57:34
08.Apr.2020;Barkol.comp226;213.87.137.161;09:23:29
08.Apr.2020;Complang.comp8;128.68.96.159;05:02:15
08.Apr.2020;Barkol.comp109;149.62.51.152;05:02:21
08.Apr.2020;Barkol.comp81;46.242.43.220;01:17:46
09.Apr.2020;Barkol.comp35;109.252.110.48;00:27:31
09.Apr.2020;Complang.comp8;128.68.96.159;01:41:47
09.Apr.2020;Barkol.comp81;46.242.43.220;00:09:03
09.Apr.2020;Barkol.comp35;109.252.110.48;01:39:06
09.Apr.2020;Barkol.comp28;213.87.147.132;04:11:03
09.Apr.2020;Barkol.comp39;91.207.171.88;03:40:03
09.Apr.2020;Barkol.comp174;91.219.188.30;02:56:03
09.Apr.2020;Barkol.comp28;213.87.147.132;00:27:03
09.Apr.2020;Barkol.comp39;91.207.171.88;00:46:03
09.Apr.2020;Barkol.comp174;91.219.188.30;02:38:22
09.Apr.2020;Complang.comp21;31.173.80.16;03:10:02
09.Apr.2020;Barkol.comp39;91.207.171.88;02:17:22
09.Apr.2020;Barkol.comp28;213.87.147.132;02:19:03
09.Apr.2020;Barkol.comp28;213.87.147.132;01:13:43
09.Apr.2020;Barkol.comp81;46.242.43.220;06:11:03
09.Apr.2020;Barkol.comp226;213.87.133.0;10:08:03
09.Apr.2020;Complang.comp12;109.252.200.190;09:26:09
09.Apr.2020;Barkol.comp10;77.37.237.215;11:40:29
09.Apr.2020;Complang.comp8;128.68.96.159;04:30:03
09.Apr.2020;Barkol.comp226;213.87.133.0;00:28:10
09.Apr.2020;Complang.comp8;128.68.96.159;01:03:11
09.Apr.2020;Barkol.comp81;46.242.43.220;01:45:11
09.Apr.2020;Barkol.comp161;109.252.15.92;14:23:06
10.Apr.2020;Complang.comp6;109.252.134.243;00:01:00
10.Apr.2020;Complang.comp6;109.252.134.243;00:01:03
10.Apr.2020;Complang.comp6;109.252.134.243;00:01:03
10.Apr.2020;Barkol.comp39;91.207.171.88;00:29:03
10.Apr.2020;Barkol.comp28;213.87.147.175;01:26:03
10.Apr.2020;Barkol.comp39;91.207.171.88;01:04:03
10.Apr.2020;Barkol.comp28;95.25.238.124;00:16:03
10.Apr.2020;Complang.comp8;128.68.96.159;00:01:11
10.Apr.2020;Complang.comp7;109.252.81.93;00:08:52
10.Apr.2020;Complang.comp7;109.252.81.93;00:03:49
10.Apr.2020;Complang.comp7;109.252.81.93;00:22:03
10.Apr.2020;Barkol.comp28;213.87.147.175;01:50:03
10.Apr.2020;Barkol.comp28;95.25.238.124;00:14:03
10.Apr.2020;Barkol.comp28;213.87.147.175;00:12:02
10.Apr.2020;Barkol.comp81;46.242.43.220;00:32:02
10.Apr.2020;Barkol.comp109;149.62.51.152;00:02:59
10.Apr.2020;Barkol.comp81;46.242.43.220;00:03:03
10.Apr.2020;Barkol.comp28;95.25.238.124;00:32:02
10.Apr.2020;Barkol.comp109;149.62.51.152;00:03:03
10.Apr.2020;Barkol.comp81;46.242.43.220;00:03:03
10.Apr.2020;Barkol.comp109;149.62.51.152;00:06:03
10.Apr.2020;Barkol.comp81;46.242.43.220;00:02:03
10.Apr.2020;Barkol.comp109;149.62.51.152;00:27:03
10.Apr.2020;Barkol.comp81;46.242.43.220;00:01:56
10.Apr.2020;Barkol.comp81;46.242.43.220;00:04:03
10.Apr.2020;Complang.comp8;128.68.96.159;02:33:01
10.Apr.2020;Barkol.comp109;149.62.51.152;00:52:46
10.Apr.2020;Barkol.comp81;46.242.43.220;00:04:59
10.Apr.2020;Barkol.comp109;149.62.51.152;00:04:03
10.Apr.2020;Barkol.comp81;46.242.43.220;00:03:03
10.Apr.2020;Barkol.comp109;149.62.51.152;00:04:03
10.Apr.2020;Barkol.comp81;46.242.43.220;00:04:03
10.Apr.2020;Barkol.comp109;149.62.51.152;00:04:03
10.Apr.2020;Barkol.comp28;213.87.147.175;02:03:33
10.Apr.2020;Barkol.comp109;149.62.51.152;00:00:37
10.Apr.2020;Barkol.comp109;149.62.51.152;00:01:43
10.Apr.2020;Barkol.comp81;46.242.43.220;00:13:02
10.Apr.2020;Barkol.comp81;46.242.43.220;00:03:03
10.Apr.2020;Complang.comp7;109.252.81.93;02:32:47
10.Apr.2020;Barkol.comp109;149.62.51.152;00:02:03
10.Apr.2020;Barkol.comp109;149.62.51.152;00:03:03
10.Apr.2020;Barkol.comp28;213.87.147.175;00:39:02
10.Apr.2020;Barkol.comp81;46.242.43.220;01:02:03
10.Apr.2020;Barkol.comp109;149.62.51.152;00:05:03
10.Apr.2020;Barkol.comp81;46.242.43.220;00:03:03
10.Apr.2020;Barkol.comp109;149.62.51.152;00:01:47
10.Apr.2020;Barkol.comp81;46.242.43.220;00:02:03
10.Apr.2020;Barkol.comp109;149.62.51.152;00:04:03
10.Apr.2020;Barkol.comp39;91.207.171.88;06:43:46
10.Apr.2020;Barkol.comp81;46.242.43.220;00:04:02
10.Apr.2020;Barkol.comp109;149.62.51.152;00:07:03
10.Apr.2020;Barkol.comp81;46.242.43.220;00:10:02
10.Apr.2020;Barkol.comp81;46.242.43.220;00:26:03
10.Apr.2020;Barkol.comp161;109.252.15.92;09:55:53
10.Apr.2020;Barkol.comp109;149.62.51.152;00:08:58
10.Apr.2020;Barkol.comp81;46.242.43.220;00:04:03
10.Apr.2020;Barkol.comp109;149.62.51.152;00:01:59
10.Apr.2020;Barkol.comp109;149.62.51.152;00:01:03
10.Apr.2020;Complang.comp8;128.68.96.159;03:46:02
10.Apr.2020;Barkol.comp81;46.242.43.220;00:14:03
10.Apr.2020;Barkol.comp109;149.62.51.152;00:02:56
10.Apr.2020;Barkol.comp81;46.242.43.220;00:03:03
10.Apr.2020;Barkol.comp109;149.62.51.152;00:01:03
10.Apr.2020;Complang.comp6;109.252.134.243;01:28:03
10.Apr.2020;Barkol.comp10;178.140.208.11;11:16:07
10.Apr.2020;Barkol.comp81;46.242.43.220;00:04:03
10.Apr.2020;Barkol.comp109;149.62.51.152;00:03:58
10.Apr.2020;Barkol.comp81;46.242.43.220;00:01:03
10.Apr.2020;Barkol.comp81;46.242.43.220;00:03:03
10.Apr.2020;Barkol.comp109;149.62.51.152;00:03:03
10.Apr.2020;Barkol.comp109;149.62.51.152;00:00:59
10.Apr.2020;Barkol.comp109;149.62.51.152;00:00:36
10.Apr.2020;Barkol.comp81;46.242.43.220;00:12:03
10.Apr.2020;Barkol.comp109;149.62.51.152;00:02:03
10.Apr.2020;Barkol.comp81;46.242.43.220;00:03:03
10.Apr.2020;Barkol.comp109;149.62.51.152;00:02:03
10.Apr.2020;Barkol.comp81;46.242.43.220;00:04:03
10.Apr.2020;Barkol.comp109;149.62.51.152;00:00:55
10.Apr.2020;Barkol.comp109;149.62.51.152;00:00:43
10.Apr.2020;Barkol.comp81;46.242.43.220;00:03:03
10.Apr.2020;Barkol.comp109;149.62.51.152;00:03:44
10.Apr.2020;Barkol.comp81;46.242.43.220;00:01:59
10.Apr.2020;Barkol.comp226;213.87.133.0;11:26:37
10.Apr.2020;Complang.comp8;128.68.96.159;02:22:14
11.Apr.2020;Complang.comp12;109.252.200.190;15:31:59
11.Apr.2020;Complang.comp7;109.252.81.93;03:15:27
11.Apr.2020;Barkol.comp81;46.242.43.220;15:58:34
11.Apr.2020;Barkol.comp81;46.242.43.220;00:09:03
11.Apr.2020;Complang.comp8;128.68.96.159;01:44:45
11.Apr.2020;Barkol.comp226;213.87.133.0;05:18:03
11.Apr.2020;Barkol.comp39;91.207.171.10;00:02:47
11.Apr.2020;Barkol.comp39;91.207.171.10;00:09:34
11.Apr.2020;Complang.comp8;128.68.96.159;02:20:56
12.Apr.2020;Barkol.comp81;46.242.43.220;1 day 03:48:06
12.Apr.2020;Barkol.comp10;178.140.210.131;09:09:05
12.Apr.2020;Barkol.comp81;46.242.43.220;00:04:03
12.Apr.2020;Barkol.comp109;149.62.51.152;00:05:03
12.Apr.2020;Barkol.comp81;46.242.43.220;00:04:03
12.Apr.2020;Barkol.comp226;213.87.156.29;00:28:03
12.Apr.2020;Barkol.comp226;213.87.156.29;00:42:31
12.Apr.2020;Barkol.comp109;149.62.51.152;03:35:59
12.Apr.2020;Complang.comp21;31.173.83.206;00:07:47
12.Apr.2020;Barkol.comp40;95.84.220.25;00:12:49
12.Apr.2020;Barkol.comp81;46.242.43.220;02:22:12
12.Apr.2020;Barkol.comp40;95.84.220.25;00:32:43
13.Apr.2020;Complang.comp6;109.252.135.163;00:01:03
13.Apr.2020;Barkol.comp39;91.207.171.150;01:53:08
13.Apr.2020;Barkol.comp81;46.242.43.220;00:22:02
13.Apr.2020;Complang.comp8;128.68.96.159;01:14:55
13.Apr.2020;Barkol.comp81;46.242.43.220;01:17:02
13.Apr.2020;Complang.comp7;109.252.81.93;01:46:18
13.Apr.2020;Barkol.comp28;213.87.163.206;04:55:02
13.Apr.2020;Barkol.comp81;46.242.43.220;01:11:02
13.Apr.2020;Barkol.comp226;213.87.156.29;08:48:03
13.Apr.2020;Barkol.comp28;213.87.163.206;03:34:45
13.Apr.2020;Barkol.comp161;109.252.15.92;08:43:39
13.Apr.2020;Barkol.comp39;176.59.40.0;03:52:14
13.Apr.2020;Complang.comp12;109.252.200.190;11:05:53
13.Apr.2020;Barkol.comp226;213.87.156.29;02:15:56
13.Apr.2020;Complang.comp8;128.68.96.159;03:18:47
13.Apr.2020;Barkol.comp81;46.242.43.220;04:46:31
14.Apr.2020;Barkol.comp39;176.59.40.0;01:29:03
14.Apr.2020;Barkol.comp39;176.59.40.0;00:11:03
14.Apr.2020;Barkol.comp28;213.87.163.206;03:42:03
14.Apr.2020;Barkol.comp109;149.62.51.152;00:11:24
14.Apr.2020;Barkol.comp28;213.87.163.206;00:13:03
14.Apr.2020;Barkol.comp39;176.59.40.0;02:06:03
14.Apr.2020;Barkol.comp109;149.62.51.152;00:00:53
14.Apr.2020;Barkol.comp28;213.87.163.206;01:22:03
14.Apr.2020;Barkol.comp28;213.87.163.206;00:15:01
14.Apr.2020;Barkol.comp109;149.62.51.152;00:52:24
14.Apr.2020;Barkol.comp39;176.59.40.0;02:28:38
14.Apr.2020;Barkol.comp39;176.59.40.0;00:04:47
14.Apr.2020;Barkol.comp39;176.59.40.0;00:00:38
14.Apr.2020;Barkol.comp39;176.59.40.0;00:29:28
14.Apr.2020;Barkol.comp28;213.87.161.95;02:22:03
14.Apr.2020;Complang.comp8;128.68.96.159;03:25:03
14.Apr.2020;Barkol.comp28;213.87.161.95;00:21:03
14.Apr.2020;Barkol.comp161;109.252.15.92;08:50:12
14.Apr.2020;Barkol.comp81;46.242.43.220;08:26:03
14.Apr.2020;Barkol.comp40;95.84.220.25;00:07:44
14.Apr.2020;Barkol.comp226;213.87.132.162;09:19:03
14.Apr.2020;Barkol.comp109;149.62.51.152;00:43:02
14.Apr.2020;Barkol.comp10;85.30.248.251;13:29:10
14.Apr.2020;Barkol.comp226;213.87.138.0;00:30:03
14.Apr.2020;Barkol.comp81;46.242.43.220;01:18:03
14.Apr.2020;Barkol.comp226;213.87.138.0;00:44:02
14.Apr.2020;Barkol.comp226;213.87.138.0;00:08:39
14.Apr.2020;Complang.comp12;109.252.200.190;11:49:08
14.Apr.2020;Barkol.comp109;149.62.51.152;02:23:12
14.Apr.2020;Complang.comp21;31.173.27.233;03:13:03
15.Apr.2020;Complang.comp7;109.252.81.93;03:00:34
15.Apr.2020;Barkol.comp109;149.62.51.152;00:07:44
15.Apr.2020;Barkol.comp35;109.252.110.3;01:07:11
15.Apr.2020;Barkol.comp10;188.255.18.133;05:13:11
15.Apr.2020;Barkol.comp28;213.87.132.210;03:22:02
15.Apr.2020;Barkol.comp39;176.59.36.135;04:05:03
15.Apr.2020;Barkol.comp39;176.59.46.10;00:44:03
15.Apr.2020;Complang.comp8;128.68.96.159;01:11:03
15.Apr.2020;Barkol.comp28;213.87.132.210;02:56:02
15.Apr.2020;Barkol.comp10;37.204.233.155;03:33:54
15.Apr.2020;Barkol.comp39;176.59.46.10;01:36:03
15.Apr.2020;Complang.comp8;128.68.96.159;01:35:03
15.Apr.2020;Barkol.comp39;176.59.46.10;00:08:02
15.Apr.2020;Barkol.comp28;213.87.132.210;01:28:03
15.Apr.2020;Barkol.comp39;176.59.46.10;00:04:03
15.Apr.2020;Barkol.comp109;149.62.51.152;03:11:05
15.Apr.2020;Barkol.comp39;176.59.46.10;00:12:02
15.Apr.2020;Barkol.comp39;176.59.46.10;00:01:07
15.Apr.2020;Barkol.comp39;176.59.46.10;00:02:03
15.Apr.2020;Barkol.comp28;213.87.132.210;00:22:02
15.Apr.2020;Barkol.comp39;176.59.46.10;00:01:03
15.Apr.2020;Barkol.comp39;176.59.46.10;00:04:03
15.Apr.2020;Barkol.comp142;46.39.230.5;00:19:11
15.Apr.2020;Complang.comp21;31.173.84.52;02:52:03
15.Apr.2020;Barkol.comp161;109.252.15.92;02:52:20
15.Apr.2020;Barkol.comp142;46.39.230.5;00:10:46
15.Apr.2020;Complang.comp8;128.68.96.159;01:08:03
15.Apr.2020;Barkol.comp81;46.242.43.220;09:26:02
15.Apr.2020;Barkol.comp142;46.39.230.5;00:01:16
15.Apr.2020;Complang.comp8;128.68.96.159;01:06:45
15.Apr.2020;Barkol.comp81;46.242.43.220;01:16:19
15.Apr.2020;Complang.comp12;109.252.200.190;13:31:38
15.Apr.2020;Complang.comp21;31.173.84.52;03:24:03
15.Apr.2020;Barkol.comp226;213.87.138.0;13:01:42
16.Apr.2020;Complang.comp21;31.173.84.52;01:20:44
16.Apr.2020;Barkol.comp39;176.59.41.69;00:17:02
16.Apr.2020;Barkol.comp39;176.59.41.69;00:01:00
16.Apr.2020;Barkol.comp28;213.87.139.114;02:29:26
16.Apr.2020;Barkol.comp81;46.242.43.220;00:30:02
16.Apr.2020;Barkol.comp226;213.87.134.74;03:07:03
16.Apr.2020;Barkol.comp81;46.242.43.220;00:33:35
16.Apr.2020;Barkol.comp28;213.87.139.114;01:21:03
16.Apr.2020;Barkol.comp39;176.59.44.146;02:51:03
16.Apr.2020;Barkol.comp81;46.242.43.220;00:46:24
16.Apr.2020;Barkol.comp39;176.59.44.146;00:06:03
16.Apr.2020;Barkol.comp39;176.59.44.146;00:01:02
16.Apr.2020;Complang.comp7;109.252.81.93;00:20:15
16.Apr.2020;Barkol.comp28;213.87.128.172;01:40:03
16.Apr.2020;Barkol.comp39;176.59.44.146;00:55:02
16.Apr.2020;Barkol.comp35;109.252.110.3;05:11:51
16.Apr.2020;Barkol.comp226;213.87.134.74;02:26:03
16.Apr.2020;Complang.comp12;109.252.200.190;06:20:04
16.Apr.2020;Barkol.comp39;176.59.44.146;01:40:03
16.Apr.2020;Complang.comp60;95.28.50.76;00:43:19
16.Apr.2020;Barkol.comp81;46.242.8.102;00:38:03
16.Apr.2020;Barkol.comp28;213.87.128.172;03:24:02
16.Apr.2020;Barkol.comp161;109.252.15.92;08:41:48
16.Apr.2020;Barkol.comp226;213.87.134.74;00:01:02
16.Apr.2020;Barkol.comp39;176.59.44.146;01:28:10
16.Apr.2020;Barkol.comp10;188.32.124.176;08:45:58
16.Apr.2020;Barkol.comp81;46.242.8.102;02:14:03
16.Apr.2020;Complang.comp12;109.252.200.190;04:01:43
16.Apr.2020;Complang.comp8;128.68.96.159;00:58:02
16.Apr.2020;Complang.comp8;128.68.96.159;00:00:00
16.Apr.2020;Complang.comp8;128.68.96.159;00:21:57
16.Apr.2020;Barkol.comp226;213.87.134.74;03:09:29
16.Apr.2020;Complang.comp21;31.173.84.52;03:45:03
17.Apr.2020;Complang.comp21;31.173.84.52;01:11:49
17.Apr.2020;Barkol.comp81;46.242.8.102;05:14:04
17.Apr.2020;Complang.comp7;109.252.81.93;02:25:10
17.Apr.2020;Complang.comp8;128.68.96.159;02:16:10
17.Apr.2020;Barkol.comp35;109.252.110.3;01:02:11
17.Apr.2020;Complang.comp8;128.68.96.159;00:39:29
17.Apr.2020;Barkol.comp39;176.59.37.189;00:02:59
17.Apr.2020;Barkol.comp39;176.59.37.189;00:22:03
17.Apr.2020;Barkol.comp28;213.87.128.172;03:16:03
17.Apr.2020;Barkol.comp28;213.87.128.172;00:02:03
17.Apr.2020;Barkol.comp28;213.87.128.172;00:00:26
17.Apr.2020;Barkol.comp28;213.87.128.172;00:01:03
17.Apr.2020;Barkol.comp109;149.62.51.152;02:15:59
17.Apr.2020;Complang.comp21;31.173.84.52;01:15:03
17.Apr.2020;Barkol.comp39;176.59.37.189;01:37:03
17.Apr.2020;Complang.comp8;128.68.96.159;00:59:03
17.Apr.2020;Barkol.comp35;109.252.110.3;00:53:49
17.Apr.2020;Barkol.comp39;176.59.37.189;00:10:03
17.Apr.2020;Complang.comp6;109.252.135.163;02:09:51
17.Apr.2020;Complang.comp8;128.68.96.159;00:13:03
17.Apr.2020;Complang.comp8;128.68.96.159;00:17:03
17.Apr.2020;Barkol.comp81;46.242.8.102;13:17:45
17.Apr.2020;Barkol.comp109;149.62.51.152;00:05:01
17.Apr.2020;Complang.comp60;95.28.50.76;01:02:53
17.Apr.2020;Barkol.comp39;176.59.37.189;01:32:03
17.Apr.2020;Barkol.comp28;213.87.128.172;03:36:03
17.Apr.2020;Complang.comp21;31.173.84.52;02:53:00
17.Apr.2020;Complang.comp8;128.68.96.159;01:58:47
17.Apr.2020;Barkol.comp39;176.59.37.189;01:03:03
17.Apr.2020;Barkol.comp28;213.87.128.172;00:18:17
17.Apr.2020;Complang.comp60;95.28.50.76;00:50:53
